WT Dice,TC Dice,ET Dice,ETPro Dice,WT HD95,TC HD95,ET HD95ETPro HD95
flairt1cet1t2
HG_BraTS20_Training_010,0.57683206,0.41712028,0.5965188,0.5965188,0.5301570494969686
HG_BraTS20_Training_012,0.62881947,0.52315485,0.4620228,0.4620228,0.5379990339279175
HG_BraTS20_Training_020,0.85537934,0.7096311,0.4759163,0.4759163,0.6803088982899984
HG_BraTS20_Training_070,0.68832284,0.6400441,0.43974432,0.43974432,0.5893704493840536
HG_BraTS20_Training_089,0.809183,0.51960754,0.8298104,0.8298104,0.7195336023966471
HG_BraTS20_Training_119,0.4971056,0.42519736,0.24434718,0.24434718,0.38888339201609295
HG_BraTS20_Training_124,0.89480156,0.8069491,0.68624854,0.68624854,0.7959996859232584
HG_BraTS20_Training_128,0.63809174,0.1332367,0.19959028,0.19959028,0.32363957166671753
HG_BraTS20_Training_134,0.7309301,0.69608426,0.57664174,0.57664174,0.6678853829701742
HG_BraTS20_Training_140,0.8911369,0.8864506,0.7812915,0.7812915,0.8529596328735352
HG_BraTS20_Training_150,0.9072845,0.8372496,0.85204774,0.85204774,0.8655272324879965
HG_BraTS20_Training_180,0.6910972,0.74502397,0.79297245,0.79297245,0.7430311838785807
HG_BraTS20_Training_188,0.74916506,0.63227093,0.58575124,0.58575124,0.6557290554046631
HG_BraTS20_Training_191,0.88000727,0.7183425,0.6445632,0.6445632,0.747637669245402
HG_BraTS20_Training_201,0.7949208,0.7778946,0.7831546,0.7831546,0.7853233019510905
HG_BraTS20_Training_211,0.8396355,0.88985544,0.7748801,0.7748801,0.8347903887430826
HG_BraTS20_Training_212,0.7896735,0.70731264,0.54489243,0.54489243,0.6806262334187826
HG_BraTS20_Training_226,0.8564565,0.8704365,0.7938082,0.7938082,0.8402337233225504
HG_BraTS20_Training_232,0.8268674,0.63237524,0.515037,0.515037,0.6580932140350342
HG_BraTS20_Training_241,0.7982641,0.52253854,0.56616366,0.56616366,0.628988782564799
HG_BraTS20_Training_245,0.85067374,0.73667645,0.60593116,0.60593116,0.7310937245686849
HG_BraTS20_Training_246,0.8086896,0.5979417,0.6893672,0.6893672,0.6986660957336426
HG_BraTS20_Training_336,0.8959785,0.8916025,0.75845647,0.75845647,0.8486791451772054
HG_BraTS20_Training_338,0.8870977,0.8847478,0.83386767,0.83386767,0.8685711224873861
HG_BraTS20_Training_344,0.8024421,0.6064541,0.57747394,0.57747394,0.6621233622233073
HG_BraTS20_Training_352,0.7806965,0.5379829,0.80883276,0.80883276,0.7091706593831381
LG_BraTS20_Training_262,0.7537834,0.33140856,1.7568517e-12,1.7568517e-12,0.3617306550343831
LG_BraTS20_Training_275,0.6244854,0.18348171,2.6546324e-12,2.6546324e-12,0.26932235558827716
LG_BraTS20_Training_278,0.78061426,0.41758525,1.0678057e-12,1.0678057e-12,0.3993998368581136
LG_BraTS20_Training_283,0.789966,0.5599279,0.6509341,0.6509341,0.6669425964355469
LG_BraTS20_Training_291,0.8729787,0.7495388,0.020908933,0.020908933,0.5478088061014811
LG_BraTS20_Training_292,0.86958486,0.7433518,0.5165813,0.5165813,0.7098393440246582
LG_BraTS20_Training_294,0.86817247,0.6579588,2.6788105e-12,2.6788105e-12,0.5087104241053263
LG_BraTS20_Training_297,0.6271999,0.5000268,6.916586e-13,6.916586e-13,0.37574223677317303
LG_BraTS20_Training_310,0.7743086,0.49373227,3.8866648e-13,3.8866648e-13,0.4226802984873454
LG_BraTS20_Training_324,0.7449897,0.2865608,1.2701639e-12,1.2701639e-12,0.3438501755396525
t1cet1t2
HG_BraTS20_Training_010,0.49089566,0.3962491,0.590934,0.590934,0.49269290765126544
HG_BraTS20_Training_012,0.65718865,0.5137223,0.50137,0.50137,0.5574270089467367
HG_BraTS20_Training_020,0.82860565,0.72416043,0.47894776,0.47894776,0.6772379875183105
HG_BraTS20_Training_070,0.61858505,0.65622234,0.44943902,0.44943902,0.5747488339742025
HG_BraTS20_Training_089,0.7986505,0.512124,0.8140744,0.8140744,0.7082829475402832
HG_BraTS20_Training_119,0.47427484,0.4388734,0.25718522,0.25718522,0.39011116822560626
HG_BraTS20_Training_124,0.86298615,0.7944813,0.6781313,0.6781313,0.7785329023996989
HG_BraTS20_Training_128,0.66528654,0.12605989,0.16308364,0.16308364,0.318143367767334
HG_BraTS20_Training_134,0.5954536,0.59935826,0.52482396,0.52482396,0.5732119083404541
HG_BraTS20_Training_140,0.8795157,0.8782514,0.7604329,0.7604329,0.8393999735514323
HG_BraTS20_Training_150,0.8695971,0.86496764,0.87219703,0.87219703,0.868920644124349
HG_BraTS20_Training_180,0.664867,0.68267703,0.768616,0.768616,0.7053866386413574
HG_BraTS20_Training_188,0.6731888,0.6614813,0.59494853,0.59494853,0.6432061990102133
HG_BraTS20_Training_191,0.8528519,0.7065736,0.69570786,0.69570786,0.7517111301422119
HG_BraTS20_Training_201,0.74894667,0.7548717,0.7730891,0.7730891,0.7589691480000814
HG_BraTS20_Training_211,0.7935216,0.8958713,0.7756176,0.7756176,0.821670134862264
HG_BraTS20_Training_212,0.7551317,0.72340804,0.5591902,0.5591902,0.6792433261871338
HG_BraTS20_Training_226,0.82723516,0.86749333,0.8071499,0.8071499,0.8339594205220541
HG_BraTS20_Training_232,0.6305657,0.61349285,0.62789726,0.62789726,0.6239852905273438
HG_BraTS20_Training_241,0.77185374,0.5528219,0.60015327,0.60015327,0.6416095892588297
HG_BraTS20_Training_245,0.83098125,0.76044375,0.69764155,0.69764155,0.7630221843719482
HG_BraTS20_Training_246,0.76954603,0.6536649,0.7484141,0.7484141,0.7238749663035074
HG_BraTS20_Training_336,0.8445748,0.85087746,0.7463483,0.7463483,0.813933531443278
HG_BraTS20_Training_338,0.8643294,0.8497772,0.8387951,0.8387951,0.8509672482808431
HG_BraTS20_Training_344,0.82985073,0.67180365,0.61647135,0.61647135,0.7060418923695883
HG_BraTS20_Training_352,0.80453503,0.60403407,0.8017384,0.8017384,0.7367691993713379
LG_BraTS20_Training_262,0.74554294,0.33029795,1.7190991e-12,1.7190991e-12,0.35861365000406903
LG_BraTS20_Training_275,0.5559934,0.11736368,2.763958e-12,2.763958e-12,0.2244523564974467
LG_BraTS20_Training_278,0.75315446,0.3152458,1.1263798e-12,1.1263798e-12,0.3561334212621053
LG_BraTS20_Training_283,0.76817846,0.4823469,0.61709076,0.61709076,0.6225387255350748
LG_BraTS20_Training_291,0.8597688,0.7338382,0.017973041,0.017973041,0.5371933380762736
LG_BraTS20_Training_292,0.87290424,0.71349365,0.5562338,0.5562338,0.714210589726766
LG_BraTS20_Training_294,0.79975015,0.5388683,1.459854e-12,1.459854e-12,0.44620617230733234
LG_BraTS20_Training_297,0.49827623,0.3160392,3.2560562e-13,3.2560562e-13,0.27143847942352295
LG_BraTS20_Training_310,0.6580392,0.42247343,3.3640584e-13,3.3640584e-13,0.3601708809534709
LG_BraTS20_Training_324,0.5959426,0.17227267,8.0083287e-13,8.0083287e-13,0.2560717662175496
flairt1cet2
HG_BraTS20_Training_010,0.6014489,0.49484277,0.687454,0.687454,0.5945818821589152
HG_BraTS20_Training_012,0.65762043,0.5512446,0.43412834,0.43412834,0.547664483388265
HG_BraTS20_Training_020,0.85430783,0.6873358,0.4745804,0.4745804,0.6720746358235677
HG_BraTS20_Training_070,0.73225605,0.6397243,0.43737185,0.43737185,0.6031174262364706
HG_BraTS20_Training_089,0.82212955,0.5744578,0.85418594,0.85418594,0.7502578099568685
HG_BraTS20_Training_119,0.5076547,0.42692518,0.24796139,0.24796139,0.39418041706085205
HG_BraTS20_Training_124,0.9024862,0.8212521,0.6963716,0.6963716,0.8067033290863037
HG_BraTS20_Training_128,0.65278184,0.12796521,0.17354695,0.17354695,0.3180980086326599
HG_BraTS20_Training_134,0.75325054,0.72657055,0.5884651,0.5884651,0.6894287268320719
HG_BraTS20_Training_140,0.8925707,0.8880161,0.80127126,0.80127126,0.860619306564331
HG_BraTS20_Training_150,0.9058058,0.849904,0.8492127,0.8492127,0.8683075110117594
